Unique,Parcel_ID,Land_Use,Property_Address,Property_City,Sale_Date,Sale_Price,Sold_As_Vacant,Multiple_Parcels_Involved_in_Sale,Acreage,Tax_District,Neighborhood,Land_Value,Building_Value,Total_Value,Finished_Area,Foundation_Type,Year_Built,Exterior_Wall,Grade,Bedrooms,Full_Bath,Half_Bath
273,072 04 0 146.00,SINGLE FAMILY,3815  INGLEWOOD CIR S,NASHVILLE,2013-01-15,150000,f,f,0.26,URBAN SERVICES DISTRICT,7328,37000,108700,145700,986,CRAWL,1945,FRAME,C,3,2,0
275,072 06 0 301.00,SINGLE FAMILY,1118  KIRKLAND AVE,NASHVILLE,2013-01-16,250000,f,f,0.31,URBAN SERVICES DISTRICT,7328,37000,242500,279500,2376,CRAWL,1930,BRICK,C,4,2,0
276,072 07 0 213.00,SINGLE FAMILY,2931  GLENMEADE DR,NASHVILLE,2013-01-24,76000,f,f,0.17,URBAN SERVICES DISTRICT,3627,25000,160800,190700,1724.5625,FULL BSMT,1945,BRICK/FRAME,C,2,2,0
277,072 08 0 250.00,SINGLE FAMILY,2227  BERRYWOOD RD,NASHVILLE,2013-01-30,177750,f,f,0.37,URBAN SERVICES DISTRICT,7330,30000,171100,201100,1532,CRAWL,1950,BRICK,C,3,1,0
278,072 10 0 314.00,SINGLE FAMILY,1640  CHASE ST,NASHVILLE,2013-01-07,53000,f,f,0.17,URBAN SERVICES DISTRICT,3627,25000,141100,166100,1584,SLAB,1969,FRAME,C,3,2,1
279,072 12 0 274.00,DUPLEX,1915  UPLAND DR,NASHVILLE,2013-01-17,120000,f,f,0.26,URBAN SERVICES DISTRICT,7331,32000,88700,120700,1594,CRAWL,1961,BRICK,C,4,2,0
281,072 13 0 326.00,SINGLE FAMILY,926  DOUGLAS AVE,NASHVILLE,2013-01-15,30000,f,f,0.18,URBAN SERVICES DISTRICT,3628,16400,121900,153700,1200,CRAWL,1947,FRAME,C,2,2,0
282,072 15 0 160.00,SINGLE FAMILY,1603  BRANCH ST,NASHVILLE,2013-01-10,132000,f,f,0.22,URBAN SERVICES DISTRICT,3627,25000,82000,118100,1112,CRAWL,1949,FRAME,D,3,1,0
283,073 09 0 179.00,SINGLE FAMILY,1811  GUEST DR,NASHVILLE,2013-01-08,125000,f,f,0.33,URBAN SERVICES DISTRICT,7331,32000,101100,137500,1349,CRAWL,1960,BRICK,C,3,1,0
285,082 04 0 017.00,SINGLE FAMILY,1116  N 6TH ST,NASHVILLE,2013-01-25,248840,f,f,0.23,URBAN SERVICES DISTRICT,2026,27000,210600,237600,2242.25,CRAWL,2013,FRAME,C,3,2,1
286,082 04 0 110.00,SINGLE FAMILY,1010  N 6TH ST,NASHVILLE,2013-01-11,52500,f,f,0.18,URBAN SERVICES DISTRICT,2026,27000,99100,126100,1725,CRAWL,1920,FRAME,C,4,2,0
287,082 04 0 305.00,SINGLE FAMILY,1000  MCFERRIN AVE,NASHVILLE,2013-01-11,75000,f,f,0.38,URBAN SERVICES DISTRICT,3628,43800,20500,64300,2028,FULL BSMT,1930,FRAME,D,6,2,0
288,082 08 0 241.00,SINGLE FAMILY,726  HART AVE,NASHVILLE,2013-01-09,153000,f,f,0.21,URBAN SERVICES DISTRICT,1926,24000,135500,168700,1455.12,FULL BSMT,1942,FRAME,C,3,1,1
289,082 08 0 252.00,SINGLE FAMILY,707  HART AVE,NASHVILLE,2013-01-25,210000,f,f,0.17,URBAN SERVICES DISTRICT,1926,24000,178600,202600,1170,CRAWL,2013,FRAME,C,3,2,0
290,082 11 0 015.00,SINGLE FAMILY,211  TREUTLAND AVE,NASHVILLE,2013-01-18,183000,f,f,0.14,URBAN SERVICES DISTRICT,2026,25100,156800,181900,1620,CRAWL,1900,BRICK,C,3,2,0
291,082 16 0 314.00,SINGLE FAMILY,625  BOSCOBEL ST,NASHVILLE,2013-01-24,281993,f,f,0.2,URBAN SERVICES DISTRICT,2326,125000,201000,326000,2213.60004,PT BSMT,1920,BRICK,C,4,3,0
292,083 01 0 168.00,DUPLEX,1027  GRANADA AVE,NASHVILLE,2013-01-11,70000,f,f,0.19,URBAN SERVICES DISTRICT,3628,26000,54900,80900,1087,PT BSMT,1930,FRAME,D,2,2,0
293,083 01 0 302.00,DUPLEX,1311  GREENWOOD AVE,NASHVILLE,2013-01-25,120000,f,f,0.22,URBAN SERVICES DISTRICT,2726,60300,515800,576100,4521.64995,FULL BSMT,2013,FRAME,B,5,4,1
294,083 01 0 343.00,DUPLEX,1105  N 14TH ST,NASHVILLE,2013-01-24,65000,f,f,0.21,URBAN SERVICES DISTRICT,2726,60300,60400,120700,1650,CRAWL,1954,BRICK/FRAME,C,4,2,0
295,083 04 0 178.00,SINGLE FAMILY,2322  CARTER AVE,NASHVILLE,2013-01-22,148500,f,f,0.64,URBAN SERVICES DISTRICT,3626,31200,128300,159500,1462,FULL BSMT,1955,BRICK,C,6,1,0
297,083 05 0 312.00,SINGLE FAMILY,1201  CALVIN AVE,NASHVILLE,2013-01-20,355000,f,f,0.17,URBAN SERVICES DISTRICT,2326,100000,213600,313600,2310,CRAWL,1930,FRAME,C,3,2,1
301,083 07 0 130.00,SINGLE FAMILY,711  SKYVIEW DR,NASHVILLE,2013-01-24,159900,f,f,0.27,URBAN SERVICES DISTRICT,2726,33800,201500,247700,1593,PT BSMT,1948,BRICK,C,3,2,0
302,083 09 0 032.00,TRIPLEX,1206  ORDWAY PL,NASHVILLE,2013-01-29,225000,f,f,0.18,URBAN SERVICES DISTRICT,2326,100000,369200,469200,2756,PT BSMT,1910,BRICK/FRAME,B,4,3,1
303,083 10 0 264.00,SINGLE FAMILY,204  N 18TH ST,NASHVILLE,2013-01-23,173000,f,f,0.25,URBAN SERVICES DISTRICT,2326,85000,90200,177100,1472,FULL BSMT,1955,FRAME,C,2,2,0
304,083 10 0 330.00,DUPLEX,1900  OAKHILL DR,NASHVILLE,2013-01-10,235000,f,f,0.27,URBAN SERVICES DISTRICT,2326,93500,153000,246500,2160,CRAWL,1948,FRAME,C,4,2,0
305,083 11 0 175.00,SINGLE FAMILY,810  RIVERSIDE DR,NASHVILLE,2013-01-28,215000,f,f,0.24,URBAN SERVICES DISTRICT,3629,30000,172500,202500,1194,CRAWL,2012,FRAME,C,2,2,0
307,083 13 0 400.00,SINGLE FAMILY,1518  RUSSELL ST,NASHVILLE,2013-01-10,388565,f,f,0.18,URBAN SERVICES DISTRICT,2326,85000,302200,388900,2317.05005,CRAWL,1905,FRAME,B,3,2,1
308,084 05 0 090.00,SINGLE FAMILY,843  BETH DR,NASHVILLE,2013-01-24,241000,f,f,0.24,URBAN SERVICES DISTRICT,3629,35000,204800,239800,1728,CRAWL,2007,FRAME,C,3,2,1
309,094 01 0 130.00,SINGLE FAMILY,1012  DEW ST,NASHVILLE,2013-01-15,64000,f,f,0.17,URBAN SERVICES DISTRICT,2328,25000,128100,153100,1160,CRAWL,1952,FRAME,C,3,2,0
313,094 05 0 099.00,SINGLE FAMILY,919  S 14TH ST,NASHVILLE,2013-01-03,98000,f,f,0.2,URBAN SERVICES DISTRICT,2328,25000,70600,95600,704,PT BSMT,1959,FRAME,D,2,1,0
314,094 05 0 100.00,SINGLE FAMILY,921  S 14TH ST,NASHVILLE,2013-01-30,50100,f,f,0.2,URBAN SERVICES DISTRICT,2328,25000,51900,76900,704,PT BSMT,1959,FRAME,D,2,1,0
315,044 14 0 108.00,SINGLE FAMILY,904  LIVINGSTON ST,OLD HICKORY,2013-01-24,65200,f,f,0.34,GENERAL SERVICES DISTRICT,6226,17000,81000,104700,1262,FULL BSMT,1934,FRAME,D,3,2,0
318,053 12 0 237.00,SINGLE FAMILY,33  LAKESHORE CT,OLD HICKORY,2013-01-18,217000,f,f,0.22,GENERAL SERVICES DISTRICT,6231,35000,255300,290300,3152.44995,FULL BSMT,1997,BRICK,B,3,3,0
319,053 15 0 032.00,SINGLE FAMILY,693  KINGS WAY DR,OLD HICKORY,2013-01-11,135000,f,f,0.24,GENERAL SERVICES DISTRICT,6231,13000,139300,152300,1514,CRAWL,1996,BRICK/FRAME,C,3,2,0
320,054 13 0 045.00,SINGLE FAMILY,3253  LAKESHORE DR,OLD HICKORY,2013-01-09,85000,f,f,0.59,GENERAL SERVICES DISTRICT,6231,35000,129600,174100,2340,CRAWL,1940,FRAME,C,3,3,0
322,063 12 0 031.00,SINGLE FAMILY,4517  S TRACE BLVD,OLD HICKORY,2013-01-09,144500,f,f,0.23,GENERAL SERVICES DISTRICT,6230,30000,111900,141900,1414,SLAB,1991,BRICK/FRAME,C,3,2,0
323,064 01 0 055.00,SINGLE FAMILY,125  DEKEWOOD DR,OLD HICKORY,2013-01-18,375000,f,f,0.48,GENERAL SERVICES DISTRICT,4356,90000,245500,375700,4455.10999,PT BSMT,1987,STUCCO,A,4,5,0
325,064 13 0 045.00,SINGLE FAMILY,4312  WOODS ST,OLD HICKORY,2013-01-18,77000,f,f,0.43,GENERAL SERVICES DISTRICT,6230,22500,80100,102600,1008,CRAWL,1940,FRAME,D,3,1,0
328,065 09 0 110.00,SINGLE FAMILY,4856  SHASTA DR,OLD HICKORY,2013-01-18,115000,f,f,0.41,GENERAL SERVICES DISTRICT,6228,25000,112800,137800,1610,CRAWL,1974,BRICK,C,3,2,0
329,073 03 0 010.00,SINGLE FAMILY,2612  PLEASANT GREEN RD,NASHVILLE,2013-01-11,109900,f,f,0.82,URBAN SERVICES DISTRICT,4127,35000,108300,143300,1226,CRAWL,1958,BRICK,C,3,1,1
330,074 12 0 024.00,SINGLE FAMILY,404  BONNAWOOD DR,HERMITAGE,2013-01-08,78600,f,f,0.26,GENERAL SERVICES DISTRICT,6233,21000,111400,136600,1850,SLAB,1962,BRICK,C,3,1,0
331,074 16 0 061.00,SINGLE FAMILY,229  BONNABROOK DR,HERMITAGE,2013-01-23,140000,f,f,0.28,GENERAL SERVICES DISTRICT,6233,21000,123100,144100,2200,SLAB,1962,BRICK,C,4,2,0
332,075 11 0 189.00,ZERO LOT LINE,813  BRADLEY PL,HERMITAGE,2013-01-03,47025,f,f,0.14,GENERAL SERVICES DISTRICT,6228,12500,40500,53000,1088,SLAB,1985,BRICK,C,3,1,1
335,084 13 0 012.00,SINGLE FAMILY,2128  DEARBORN DR,NASHVILLE,2013-01-11,73500,f,f,0.81,URBAN SERVICES DISTRICT,4129,26000,176100,202100,2436,FULL BSMT,1956,BRICK,C,3,3,0
336,084 15 0 099.00,SINGLE FAMILY,112  BLUE HILLS CT,NASHVILLE,2013-01-18,125000,f,f,0.53,URBAN SERVICES DISTRICT,4130,34000,188200,222200,3194,PT BSMT,1960,BRICK,C,5,3,0
337,084 16 0 117.00,SINGLE FAMILY,2530  PARK DR,NASHVILLE,2013-01-28,86000,f,f,0.23,URBAN SERVICES DISTRICT,4130,22000,79900,105000,990,CRAWL,1940,STONE,C,3,1,0
338,086 01 0 025.00,SINGLE FAMILY,6003  BALTIC DR,HERMITAGE,2013-01-09,83500,f,f,0.22,GENERAL SERVICES DISTRICT,6233,20000,65900,85900,950,CRAWL,1963,BRICK,C,3,1,0
339,086 02 0 036.00,SINGLE FAMILY,6015  CORTEZ CT,HERMITAGE,2013-01-15,110000,f,f,0.22,GENERAL SERVICES DISTRICT,6233,20000,83500,103500,1375,FULL BSMT,1962,BRICK,C,3,1,0
340,086 07 0 187.00,SINGLE FAMILY,1601  ROBARDS WAY,HERMITAGE,2013-01-25,125000,f,f,0.52,GENERAL SERVICES DISTRICT,6229,22000,94300,116300,1205,CRAWL,1987,FRAME,C,3,2,0
343,086 16 0 042.00,SINGLE FAMILY,4320  CENTRAL VALLEY DR,HERMITAGE,2013-01-18,104900,f,f,0.24,GENERAL SERVICES DISTRICT,6229,22000,99100,122200,1490,SLAB,1984,BRICK,C,3,2,0
344,087 02 0 072.00,SINGLE FAMILY,4221  NEW HOPE MEADOW RD,HERMITAGE,2013-01-15,150000,f,f,0.41,GENERAL SERVICES DISTRICT,6229,35000,157700,192700,2827.09998,FULL BSMT,1989,BRICK/FRAME,C,4,3,0
345,095 03 0 108.00,DUPLEX,205  FAIRWAY DR,NASHVILLE,2013-01-09,165000,f,f,0.49,URBAN SERVICES DISTRICT,4130,26000,113200,139200,2419.78003,FULL BSMT,1951,BRICK,C,3,2,0
346,095 04 0 234.00,SINGLE FAMILY,133  SPRING VALLEY RD,NASHVILLE,2013-01-07,147000,f,f,0.64,URBAN SERVICES DISTRICT,4130,40000,201700,248900,2414,CRAWL,1950,BRICK,C,3,2,0
347,095 14 0 024.00,SINGLE FAMILY,530 A  WANDA DR,NASHVILLE,2013-01-17,100000,f,f,0.39,URBAN SERVICES DISTRICT,4130,25000,109200,137000,2100,FULL BSMT,1957,BRICK,C,3,1,1
348,096 05 0 060.00,SINGLE FAMILY,279  CUMBERLAND CIR,NASHVILLE,2013-01-30,205000,f,f,0.74,URBAN SERVICES DISTRICT,4130,40000,151200,191200,1718.5,FULL BSMT,1941,BRICK,C,3,2,0
350,096 10 0 097.00,SINGLE FAMILY,2913  TEAKWOOD DR,NASHVILLE,2013-01-11,95000,f,f,0.34,URBAN SERVICES DISTRICT,4131,19000,73200,92200,850,CRAWL,1955,BRICK,C,2,1,0
351,096 13 0 062.00,SINGLE FAMILY,2729  NODYNE DR,NASHVILLE,2013-01-17,48000,f,f,0.22,URBAN SERVICES DISTRICT,4130,22000,67200,89200,1000,CRAWL,1959,BRICK,C,2,1,0
354,098 09 0 009.00,SINGLE FAMILY,5717  S NEW HOPE RD,HERMITAGE,2013-01-18,207000,f,f,0.35,GENERAL SERVICES DISTRICT,6235,43000,184400,227400,2113,CRAWL,1999,BRICK,B,3,2,0
355,107 13 0 097.00,SINGLE FAMILY,918  CONNELLY DR,NASHVILLE,2013-01-11,89000,f,f,0.46,URBAN SERVICES DISTRICT,3026,17000,59500,85700,792,CRAWL,1949,FRAME,C,2,1,0
356,107 13 0 118.00,SINGLE FAMILY,1210  CATINA DR,NASHVILLE,2013-01-15,55000,f,f,0.29,URBAN SERVICES DISTRICT,3026,17000,76500,93500,1240,CRAWL,1949,FRAME,C,3,1,0
357,108 03 0 107.00,ZERO LOT LINE,1026  PATIO DR,NASHVILLE,2013-01-29,107000,f,t,0.17,GENERAL SERVICES DISTRICT,4135,12000,47600,59600,1044,CRAWL,1986,FRAME,C,2,1,1
358,108 03 0 156.00,ZERO LOT LINE,1024  PATIO DR,NASHVILLE,2013-01-29,107000,f,t,0.17,GENERAL SERVICES DISTRICT,4135,12000,47700,59700,1020,CRAWL,1986,FRAME,C,2,1,1
359,108 12 0 244.00,SINGLE FAMILY,1512  TRAILWOOD CT,NASHVILLE,2013-01-10,182000,f,f,0.27,GENERAL SERVICES DISTRICT,4132,29000,175800,204800,2631.59998,FULL BSMT,2007,FRAME,C,4,2,1
360,108 16 0 028.00,ZERO LOT LINE,1013  PLEASANT VIEW DR,NASHVILLE,2013-01-07,93000,f,f,0.1,GENERAL SERVICES DISTRICT,4132,14300,95700,110000,1584,CRAWL,1984,BRICK/FRAME,C,3,2,1
361,109 01 0 004.00,SINGLE FAMILY,824  NORWALK DR,NASHVILLE,2013-01-18,81600,f,f,0.29,GENERAL SERVICES DISTRICT,4132,26000,119700,145700,2062.79999,FULL BSMT,1980,FRAME,C,3,2,0
367,120 01 0 095.00,SINGLE FAMILY,1212  VULTEE BLVD,NASHVILLE,2013-01-17,86500,f,f,0.28,URBAN SERVICES DISTRICT,3026,17000,44700,66800,1089,CRAWL,1952,FRAME,C,2,1,0
368,120 05 0 060.00,SINGLE FAMILY,726  ROBERT BURNS DR,NASHVILLE,2013-01-25,165000,f,f,0.52,URBAN SERVICES DISTRICT,3027,23000,143400,171500,1915.14001,FULL BSMT,1960,BRICK,C,4,2,1
369,120 05 0 061.00,SINGLE FAMILY,728  ROBERT BURNS DR,NASHVILLE,2013-01-18,120000,f,f,0.52,URBAN SERVICES DISTRICT,3027,23000,156000,179000,1525,FULL BSMT,1960,BRICK,C,3,1,0
370,120 09 0 144.00,SINGLE FAMILY,500  DUNAILIE DR,NASHVILLE,2013-01-29,125000,f,f,0.4,URBAN SERVICES DISTRICT,3027,23000,141700,164700,2497.56,FULL BSMT,1963,BRICK,C,3,2,0
376,136 09 0 045.00,SINGLE FAMILY,2412  BAYVIEW DR,NASHVILLE,2013-01-18,125000,f,f,0.24,URBAN SERVICES DISTRICT,3826,31000,107100,138100,1434,SLAB,1997,BRICK/FRAME,C,3,2,0
378,136 14 0 036.00,SINGLE FAMILY,525  CASTLEGATE DR,NASHVILLE,2013-01-02,152000,f,f,0.3,URBAN SERVICES DISTRICT,4291,22500,114700,139100,2684.92999,FULL BSMT,1974,BRICK/FRAME,C,4,3,0
379,136 14 0 227.00,ZERO LOT LINE,1012  CARLA CT,NASHVILLE,2013-01-14,53300,f,f,0.13,URBAN SERVICES DISTRICT,4291,14500,69600,84100,1680,CRAWL,1986,BRICK/FRAME,C,3,1,1
382,149 04 0 113.00,SINGLE FAMILY,2615  EDGE O LAKE DR,NASHVILLE,2013-01-28,139500,f,f,0.26,URBAN SERVICES DISTRICT,6028,25000,112000,137000,1750,SLAB,1967,BRICK,C,3,1,1
387,150 03 0 075.00,SINGLE FAMILY,3261  ANDERSON RD,ANTIOCH,2013-01-08,123900,f,f,0.29,URBAN SERVICES DISTRICT,6027,27500,89900,117400,1515,SLAB,1979,BRICK/FRAME,C,3,2,0
388,150 08 0 130.00,SINGLE FAMILY,1200  HUNTINGBORO CT,ANTIOCH,2013-01-18,107000,f,f,0.3,URBAN SERVICES DISTRICT,6027,27500,74300,101800,1087,CRAWL,1987,BRICK/FRAME,C,3,2,0
392,163 02 0 049.00,SINGLE FAMILY,4457  WINTON DR,ANTIOCH,2013-01-07,144900,f,f,0.27,URBAN SERVICES DISTRICT,4271,22500,103100,125600,1688,SLAB,2001,BRICK/FRAME,C,3,2,1
401,176 05 0 067.00,SINGLE FAMILY,5016  SUNSHINE DR,ANTIOCH,2013-01-30,147362,f,f,0.23,URBAN SERVICES DISTRICT,6328,25000,111600,136600,2193.5,CRAWL,1988,BRICK/FRAME,C,3,3,0
405,081 16 0 675.00,SINGLE FAMILY,1006  10TH AVE N,NASHVILLE,2013-01-04,195000,f,f,0.1,URBAN SERVICES DISTRICT,126,40000,133200,173200,1502,CRAWL,2005,FRAME,C,3,2,0
419,093 16 0 089.00,SINGLE FAMILY,71  CLAIBORNE ST,NASHVILLE,2013-02-05,15000,f,f,0.13,URBAN SERVICES DISTRICT,1426,7500,31000,38500,825,CRAWL,1900,FRAME,D,2,1,0
422,105 04 0 088.00,DUPLEX,33  TRIMBLE ST,NASHVILLE,2013-02-12,47500,f,f,0.13,URBAN SERVICES DISTRICT,1426,10000,29900,39900,1192,CRAWL,1965,BRICK,C,4,2,0
423,105 11 0 062.00,SINGLE FAMILY,1711  STEWART PL,NASHVILLE,2013-02-08,212000,f,f,0.17,URBAN SERVICES DISTRICT,3127,32000,145200,177200,1257,FULL BSMT,1940,BRICK,C,3,1,0
424,105 11 0 120.00,SINGLE FAMILY,1713  ALLISON PL,NASHVILLE,2013-02-19,220000,f,f,0.17,URBAN SERVICES DISTRICT,3127,32000,136300,168300,1512,CRAWL,1940,FRAME,C,3,2,0
425,106 15 0 002.00,SINGLE FAMILY,1977  LAVERGNE CT,NASHVILLE,2013-02-13,133450,f,f,0.61,URBAN SERVICES DISTRICT,3132,18000,89000,107000,1377,FULL BSMT,1954,FRAME,C,2,1,0
426,119 10 0 175.00,SINGLE FAMILY,2826  HARTFORD DR,NASHVILLE,2013-02-28,216000,f,f,1.04,URBAN SERVICES DISTRICT,3126,26300,158700,185000,1761,SLAB,1946,BRICK,D,2,1,0
427,119 13 0 211.00,SINGLE FAMILY,500  RADNOR ST,NASHVILLE,2013-02-07,85000,f,f,0.2,URBAN SERVICES DISTRICT,3179,16000,76900,92900,1064,CRAWL,1935,FRAME/STONE,D,3,1,0
428,119 14 0 209.00,SINGLE FAMILY,2928  WINGATE AVE,NASHVILLE,2013-02-13,164900,f,f,0.21,URBAN SERVICES DISTRICT,3126,26000,101300,138500,1252,FULL BSMT,1949,FRAME,D,3,2,0
429,119 14 0 290.00,SINGLE FAMILY,215  RADNOR ST,NASHVILLE,2013-02-25,125000,f,f,0.2,URBAN SERVICES DISTRICT,3126,26000,70000,96000,952,FULL BSMT,1930,FRAME,C,2,1,0
430,119 14 0 292.00,SINGLE FAMILY,211  RADNOR ST,NASHVILLE,2013-02-08,165102,f,f,0.2,URBAN SERVICES DISTRICT,3126,26000,137200,163200,1495.79999,FULL BSMT,1929,BRICK,C,4,1,0
431,119 14 0 296.00,SINGLE FAMILY,302  SUNRISE AVE,NASHVILLE,2013-02-15,58000,f,f,0.17,URBAN SERVICES DISTRICT,3126,26000,71300,97300,1078,FULL BSMT,1940,FRAME,D,2,1,0
432,119 15 0 081.00,SINGLE FAMILY,152  LAKE PARK DR,NASHVILLE,2013-02-15,129900,f,f,0.36,URBAN SERVICES DISTRICT,3131,25000,103400,128400,1850,SLAB,1966,BRICK,C,3,1,1
433,133 07 0 014.00,SINGLE FAMILY,3313  COLBY DR,NASHVILLE,2013-02-15,82000,f,f,0.37,URBAN SERVICES DISTRICT,3131,25000,62300,93600,975,CRAWL,1955,BRICK,C,2,1,0
434,133 07 0 249.00,SINGLE FAMILY,3718  GRUBBS RD,NASHVILLE,2013-02-19,71000,f,f,0.23,URBAN SERVICES DISTRICT,3131,18000,79900,97900,864,CRAWL,1952,FRAME,C,2,1,0
435,133 11 0 043.00,SINGLE FAMILY,3830  SAM BONEY DR,NASHVILLE,2013-02-26,107900,f,f,0.27,URBAN SERVICES DISTRICT,3926,21500,88400,109900,1550,SLAB,1964,BRICK,C,4,1,0
436,133 11 0 189.00,SINGLE FAMILY,3712  VALLEY RIDGE DR,NASHVILLE,2013-02-11,125700,f,f,0.26,URBAN SERVICES DISTRICT,3926,21500,104900,126400,1532,CRAWL,1968,BRICK,C,4,1,1
439,146 12 0 049.00,SINGLE FAMILY,324  RANDALL DR,NASHVILLE,2013-02-28,240000,f,f,0.53,URBAN SERVICES DISTRICT,4026,46000,157100,203100,1386,CRAWL,1956,BRICK,C,2,1,0
440,147 05 0 145.00,SINGLE FAMILY,4932  BRIARWOOD DR,NASHVILLE,2013-02-01,174000,f,f,0.46,URBAN SERVICES DISTRICT,4026,46000,212500,263100,1557,CRAWL,1957,BRICK/FRAME,C,3,2,0
441,147 09 0 022.00,SINGLE FAMILY,5035  MARCHANT DR,NASHVILLE,2013-02-28,325000,f,f,0.68,URBAN SERVICES DISTRICT,4026,46000,279700,325700,2430,FULL BSMT,1958,BRICK,C,4,3,0
442,147 10 0 040.00,SINGLE FAMILY,5044  SUTER DR,NASHVILLE,2013-02-20,179900,f,f,0.33,URBAN SERVICES DISTRICT,4028,28800,150700,179500,1550,CRAWL,1965,BRICK,C,3,1,1
443,147 10 0 085.00,DUPLEX,5119 A  BRIARWOOD DR,NASHVILLE,2013-02-12,142000,f,f,0.6,URBAN SERVICES DISTRICT,4028,28800,85600,116600,1738,CRAWL,1963,BRICK,C,4,2,0
444,147 11 0 062.00,SINGLE FAMILY,520  LEEANNE DR,NASHVILLE,2013-02-14,142500,f,f,0.3,URBAN SERVICES DISTRICT,4028,32000,129100,161100,1430,FULL BSMT,1959,BRICK,C,2,1,0
446,147 12 0 023.00,SINGLE FAMILY,4958  HOPEDALE DR,NASHVILLE,2013-02-25,115000,f,f,0.36,URBAN SERVICES DISTRICT,3927,26000,76300,102300,1425,CRAWL,1955,BRICK,C,3,1,0
449,148 09 0 049.00,SINGLE FAMILY,355  MARGO LN,NASHVILLE,2013-02-08,125000,f,f,0.34,URBAN SERVICES DISTRICT,3927,26000,93900,119900,2288.10001,FULL BSMT,1957,BRICK,C,2,1,1
451,160 11 0 046.00,SINGLE FAMILY,5608  HEARTHSTONE LN,BRENTWOOD,2013-02-07,300000,f,f,0.33,URBAN SERVICES DISTRICT,4027,60000,293600,353600,3420,CRAWL,1987,BRICK,B,3,3,0
459,161 09 0 116.00,ZERO LOT LINE,407  HILL RD,NASHVILLE,2013-02-01,123000,f,f,0.19,URBAN SERVICES DISTRICT,4027,28800,111000,139800,1187,FULL BSMT,1985,BRICK/FRAME,C,2,2,0
465,162 07 0 001.00,SINGLE FAMILY,5028  SHIHMEN DR,ANTIOCH,2013-02-20,82620,f,f,0.34,URBAN SERVICES DISTRICT,3929,24000,77800,101800,1632,SLAB,1972,BRICK,C,3,1,0
466,162 10 0 217.00,SINGLE FAMILY,218  ASH GROVE DR,NASHVILLE,2013-02-22,132000,f,f,0.26,URBAN SERVICES DISTRICT,3929,24000,89300,113300,1459.5,CRAWL,1988,BRICK/FRAME,C,3,2,0
469,172 02 0 112.00,SINGLE FAMILY,6024  DEER TRCE,NASHVILLE,2013-02-11,340000,f,f,0.66,URBAN SERVICES DISTRICT,4027,67000,273500,340500,3027,PT BSMT,1994,BRICK,B,3,3,0
496,091 15 0 136.00,SINGLE FAMILY,5209  NEVADA AVE,NASHVILLE,2013-02-13,250000,f,f,0.17,URBAN SERVICES DISTRICT,2526,120000,411100,531100,3101.75,CRAWL,2013,FRAME,B,4,3,1
497,091 15 0 172.00,SINGLE FAMILY,315  51ST AVE N,NASHVILLE,2013-02-26,432000,f,f,0.21,URBAN SERVICES DISTRICT,2526,120000,219300,339300,2457,PIERS,1915,FRAME,C,4,2,0
499,091 16 0 079.00,SINGLE FAMILY,4509  ELKINS AVE,NASHVILLE,2013-02-15,331000,f,f,0.21,URBAN SERVICES DISTRICT,2526,150000,152600,304000,1571,CRAWL,1906,FRAME,C,4,2,0
500,091 16 0 355.00,SINGLE FAMILY,4000  DAKOTA AVE,NASHVILLE,2013-02-15,225000,f,f,0.21,URBAN SERVICES DISTRICT,1126,65000,149800,214800,1287,CRAWL,1942,FRAME,C,2,2,0
501,091 16 0 390.00,SINGLE FAMILY,4303  NEVADA AVE,NASHVILLE,2013-02-25,625000,f,f,0.17,URBAN SERVICES DISTRICT,2526,150000,454100,604100,3421.5,CRAWL,2008,FRAME,B,4,4,1
503,092 13 0 279.00,SINGLE FAMILY,319  CHAMBERLIN ST,NASHVILLE,2013-02-12,367000,f,f,0.17,URBAN SERVICES DISTRICT,1126,65000,256600,330000,2124,CRAWL,2012,FRAME,C,3,3,0
508,102 08 0 083.00,SINGLE FAMILY,6609  WILHUGH PL,NASHVILLE,2013-02-19,247000,f,f,0.63,URBAN SERVICES DISTRICT,4426,115000,120500,235500,1523,CRAWL,1954,BRICK,C,3,1,1
509,102 11 0 020.00,SINGLE FAMILY,873  W HILLWOOD DR,NASHVILLE,2013-02-21,205000,f,f,0.92,URBAN SERVICES DISTRICT,4426,115000,183600,298600,2240,CRAWL,1955,BRICK,C,3,2,0
510,103 02 0 232.00,SINGLE FAMILY,5703  MAUDINA AVE,NASHVILLE,2013-02-15,130000,f,f,0.28,URBAN SERVICES DISTRICT,3330,35000,71500,106500,1296,CRAWL,1956,FRAME,C,3,1,0
513,103 07 0 045.00,SINGLE FAMILY,5416  OAKMONT CIR,NASHVILLE,2013-02-22,203500,f,f,0.25,URBAN SERVICES DISTRICT,3339,45000,125200,170200,1586.88,FULL BSMT,1954,FRAME,C,3,1,0
514,103 09 0 039.00,SINGLE FAMILY,162  LELAWOOD CIR,NASHVILLE,2013-02-08,350000,f,f,0.94,URBAN SERVICES DISTRICT,4427,135000,218400,353400,3054.1499,FULL BSMT,1967,BRICK,B,4,2,0
515,103 12 0 079.00,SINGLE FAMILY,229  LAUDERDALE RD,NASHVILLE,2013-02-14,551500,f,f,0.17,URBAN SERVICES DISTRICT,2626,195000,363800,559900,3002,FULL BSMT,1930,BRICK,B,4,3,0
